rank,netrtg,adjt,luck,sos,sos_ooc,team,year
253,-7.58,67.4,-.067,-6.95,-1.28,Siena,2025
191,-2.39,70.1,-.051,+1.44,+1.68,UTSA,2025
273,-8.28,65.6,+.043,-3.86,+0.17,Jacksonville,2024
201,-3.03,64.1,+.041,-3.95,+0.54,Saint Peter's,2024
325,-14.52,64.9,-.010,-4.77,+13.29,Alcorn St.,2025
246,-6.55,68.5,+.021,-4.77,+16.15,Jackson St.,2025
33,+15.69,66.7,-.010,+7.33,-5.58,Texas A&M,2022
101,+6.41,68.4,+.019,+3.25,-3.14,San Francisco,2023
191,-1.50,68.0,-.103,+0.42,-5.48,Illinois St.,2022
237,-5.61,63.2,+.148,-5.80,+4.31,Morehead St.,2023
160,+0.24,65.1,+.069,-1.22,+3.73,James Madison,2025
19,+23.57,68.6,-.055,+13.34,-9.28,Missouri,2025
4,+27.28,72.6,+.057,+11.07,+10.46,Alabama,2023
327,-14.66,69.8,+.108,-7.46,+5.05,Lindenwood,2025
305,-11.42,68.6,+.022,-3.30,+0.99,Western Michigan,2024
139,+2.55,69.4,+.004,-1.59,+4.95,Toledo,2024
345,-18.12,64.5,+.037,-7.92,-2.26,Western Illinois,2025
197,-2.85,72.4,-.044,+0.30,-4.09,Indiana St.,2025
19,+23.57,68.6,-.055,+13.34,-9.28,Missouri,2025
290,-10.70,68.0,-.008,-3.47,-0.03,Western Michigan,2025
111,+4.30,66.7,+.030,-2.15,+2.09,Kent St.,2025
,,,,,,California Baptist,2025
288,-10.58,65.7,+.025,+1.23,+7.26,Tarleton St.,2025
135,+2.62,65.1,-.006,-3.19,-0.25,North Dakota St.,2025
1,+39.29,66.0,-.026,+11.51,+9.46,Duke,2025
170,-0.04,66.4,+.090,+3.96,-4.46,Boston College,2023
76,+10.50,69.1,-.063,+10.61,-9.60,Utah,2025
345,-18.12,64.5,+.037,-7.92,-2.26,Western Illinois,2025
155,+0.39,67.4,+.062,+2.47,-0.41,Loyola Marymount,2025
330,-15.03,67.5,-.006,+0.10,+7.60,Oral Roberts,2025
185,-2.23,64.8,-.027,+4.76,-3.15,Wyoming,2025
98,+6.90,64.9,-.046,+7.42,-0.23,Notre Dame,2025
184,-2.21,64.7,-.002,-5.43,+7.08,Merrimack,2025
127,+3.59,67.0,+.001,+7.52,+1.52,Louisville,2022
212,-2.90,70.5,+.036,-0.55,-1.06,Massachusetts,2023
50,+15.42,68.9,+.001,+5.58,-3.77,SMU,2025
57,+14.39,68.6,-.057,+12.67,-1.97,USC,2025
237,-5.91,69.7,-.003,+1.13,-3.37,Fordham,2025
181,-2.21,66.9,+.033,+2.26,-1.69,Temple,2024
320,-13.03,65.1,+.031,-4.61,+0.68,William & Mary,2023
154,+1.05,67.6,+.069,+3.79,-7.17,Georgia,2023
145,+1.37,66.2,-.138,-0.27,+4.84,Seattle,2025
96,+8.17,68.6,-.059,+9.83,-2.64,Miami FL,2024
80,+9.37,63.9,-.045,+1.40,-4.42,Oregon St.,2025
75,+11.68,62.9,+.037,+10.85,+2.91,Saint Mary's,2021
206,-3.69,65.5,-.037,-3.84,-0.53,Elon,2025
26,+22.31,67.6,+.050,+12.66,-8.05,BYU,2025
162,+0.54,65.6,-.099,+6.30,-0.54,Wyoming,2023
51,+14.89,68.9,+.128,+6.83,+1.78,Utah St.,2024
189,-2.28,66.1,-.063,-2.23,+4.83,Montana St.,2025
180,-1.87,66.0,+.023,-11.90,-3.03,Central Connecticut,2025
65,+12.17,67.1,-.037,+12.81,-1.18,Kansas St.,2025
61,+12.82,63.6,+.005,+10.57,+0.73,Wisconsin,2023
270,-8.95,68.5,+.033,+1.45,-4.07,Portland,2025
148,+1.07,65.7,-.001,-2.82,-8.74,UC Santa Barbara,2025
75,+10.69,65.6,-.011,+5.27,+0.34,VCU,2024
140,+2.16,65.4,-.127,+1.44,-2.11,Duquesne,2025
200,-2.89,67.8,+.057,-3.06,+6.63,Jacksonville,2025
157,+0.83,70.9,-.039,-5.31,-9.05,Purdue Fort Wayne,2024
221,-4.55,68.3,+.043,-2.53,-5.26,South Alabama,2024
187,-2.24,67.8,+.019,-3.42,+4.41,Eastern Kentucky,2025
221,-3.79,64.2,+.042,+6.00,-3.27,South Carolina,2023
37,+19.08,67.3,-.070,+15.21,+3.22,Ohio St.,2025
303,-12.28,68.0,+.045,-7.83,+0.65,Tennessee Tech,2025
244,-6.42,68.8,-.021,-7.52,-3.94,UMass Lowell,2025
104,+5.79,67.9,+.011,+13.62,-4.30,Washington,2025
123,+3.82,64.8,+.047,+0.84,-4.46,St. Bonaventure,2025
,,,,,,Kansas City,2024
146,+1.77,62.3,+.012,-1.19,+1.53,Towson,2024
26,+18.19,72.0,-.021,+11.00,+2.02,Florida,2024
14,+20.34,65.7,+.075,+9.58,+6.80,San Diego St.,2023
37,+19.08,67.3,-.070,+15.21,+3.22,Ohio St.,2025
26,+17.02,65.9,+.014,+11.74,-5.00,TCU,2022
90,+8.49,68.5,-.029,+6.72,-11.49,Georgetown,2025
326,-15.12,65.4,+.090,-5.21,-3.65,Eastern Michigan,2024
263,-8.10,70.4,+.023,-6.34,+13.29,Nicholls St.,2023
223,-4.75,64.2,+.079,+0.20,+11.48,Northwestern St.,2025
8,+28.01,70.5,-.082,+8.09,+8.99,Gonzaga,2025
362,-24.40,68.5,-.024,-3.35,+8.36,Chicago St.,2025
179,-1.81,65.5,-.022,-4.46,+3.26,Florida Gulf Coast,2025
144,+1.42,67.1,-.021,-0.64,-6.46,Tulane,2025
349,-18.65,66.6,+.036,-3.09,+2.28,Central Arkansas,2025
123,+3.82,64.8,+.047,+0.84,-4.46,St. Bonaventure,2025
109,+5.78,66.9,+.079,+3.57,-0.27,Loyola Marymount,2023
218,-4.57,63.8,-.047,-3.24,+1.85,Hofstra,2025
108,+4.92,65.1,+.035,+2.38,-0.13,Jacksonville St.,2025
214,-4.24,67.7,-.060,-2.93,+0.76,Wright St.,2025
33,+20.02,68.3,-.002,+15.11,+0.65,Mississippi St.,2025
45,+15.90,68.0,+.014,+11.33,-4.99,N.C. State,2024
294,-11.10,67.1,-.011,-1.56,-1.76,Penn,2025
267,-8.39,69.9,+.021,-5.40,-5.98,Ball St.,2022
265,-8.31,69.2,-.020,-0.75,+2.65,North Dakota,2025
245,-6.45,65.1,-.084,-2.53,-2.26,Idaho St.,2023
300,-11.71,65.8,-.011,-2.68,+2.78,Weber St.,2025
168,-0.30,68.9,+.002,-4.11,-4.38,Marshall,2025
171,-0.81,66.6,-.083,-2.12,+3.45,Kent St.,2024
234,-5.43,66.3,+.101,-3.56,+9.64,Nicholls St.,2024
78,+10.39,66.6,-.017,+8.35,-12.77,Minnesota,2024
75,+11.46,66.0,-.077,+6.16,-4.05,Utah,2023
67,+11.80,65.9,+.032,-6.38,+4.47,McNeese St.,2024
216,-4.36,69.3,-.022,+2.74,-4.32,Pepperdine,2025
65,+12.05,67.4,-.055,+0.17,-2.51,San Francisco,2024
76,+10.50,69.1,-.063,+10.61,-9.60,Utah,2025
117,+4.98,65.8,-.044,-2.57,+2.96,UNC Greensboro,2023
22,+23.34,68.1,+.013,+16.98,-0.55,Mississippi,2025
178,-0.66,62.2,+.037,-1.42,-3.24,UNC Greensboro,2022
4,+35.05,68.2,+.026,+19.63,+10.51,Auburn,2025
2,+36.59,61.9,+.020,+15.63,+2.62,Houston,2025
317,-13.62,67.4,+.063,-6.10,+19.52,Florida A&M,2025
224,-4.76,65.0,-.017,-4.64,-5.26,Incarnate Word,2025
76,+10.50,69.1,-.063,+10.61,-9.60,Utah,2025
48,+16.23,69.5,+.010,+13.38,-6.82,Vanderbilt,2025
183,-1.01,69.5,-.048,+5.94,+3.48,SMU,2023
191,-2.39,70.1,-.051,+1.44,+1.68,UTSA,2025
295,-10.54,63.1,+.004,-1.33,-0.06,Cal St. Bakersfield,2023
171,-0.52,69.3,+.066,+1.64,+2.34,Illinois Chicago,2025
216,-4.36,69.3,-.022,+2.74,-4.32,Pepperdine,2025
184,-2.27,70.6,+.001,-1.13,-10.43,Tulsa,2024
173,-0.68,68.9,+.017,-0.30,-2.21,Temple,2025
14,+22.96,72.6,-.001,+14.71,+9.46,Alabama,2024
40,+17.95,68.8,-.004,+14.90,-5.33,Oklahoma,2025
211,-4.02,68.9,+.016,-4.03,+3.14,Eastern Kentucky,2024
251,-6.98,67.0,-.004,-5.43,-4.70,Northern Arizona,2025
259,-7.94,70.8,-.008,+5.67,-2.37,Fresno St.,2025
268,-8.54,66.7,-.045,-3.19,-2.19,Miami OH,2023
111,+4.30,66.7,+.030,-2.15,+2.09,Kent St.,2025
332,-15.72,69.1,-.050,-0.92,+3.77,Green Bay,2025
31,+16.89,59.1,+.071,+3.08,+1.23,North Texas,2023
118,+4.93,67.3,+.002,+3.07,-5.77,Syracuse,2023
314,-13.27,70.2,-.000,-6.75,+1.93,Howard,2025
34,+15.60,67.6,-.074,+11.80,+0.26,Oklahoma St.,2022
86,+9.36,66.9,+.095,+8.78,-1.54,Mississippi,2024
54,+15.10,71.0,+.085,+6.51,+15.73,Memphis,2025
307,-12.55,70.5,+.054,-8.58,-1.21,Delaware St.,2025
332,-15.72,69.1,-.050,-0.92,+3.77,Green Bay,2025
147,+1.74,64.9,+.070,-0.73,-0.50,UNC Greensboro,2024
29,+17.80,72.8,-.013,+7.04,-0.50,New Mexico,2024
225,-4.93,67.2,+.021,-7.68,+2.42,Little Rock,2025
259,-7.94,70.8,-.008,+5.67,-2.37,Fresno St.,2025
68,+11.75,69.3,+.061,+0.88,+4.18,UC Irvine,2025
179,-1.86,63.8,+.021,+1.13,-4.00,Illinois St.,2024
23,+23.22,64.6,-.046,+8.32,+3.67,Clemson,2025
45,+16.98,68.2,+.024,+14.13,+1.50,Indiana,2025
54,+14.40,63.2,+.144,+7.94,-5.83,South Carolina,2024
83,+9.88,67.1,+.019,-1.31,+0.21,Appalachian St.,2024
253,-7.58,67.4,-.067,-6.95,-1.28,Siena,2025
7,+25.64,66.5,-.031,+10.98,-8.24,Texas Tech,2022
2,+31.17,63.5,+.042,+11.57,-1.02,Houston,2024
80,+10.51,66.6,-.066,+5.17,-4.12,Virginia Tech,2023
155,+0.39,67.4,+.062,+2.47,-0.41,Loyola Marymount,2025
80,+10.26,70.8,+.132,+11.20,+3.27,Syracuse,2024
212,-4.09,68.7,+.054,-3.88,+0.69,Queens,2025
138,+2.69,68.0,-.013,-2.05,+2.76,South Dakota St.,2024
60,+12.95,71.2,-.081,+9.48,+5.96,Washington,2024
120,+3.86,70.8,+.062,+4.34,+2.66,Washington St.,2025
11,+26.65,68.8,-.051,+12.83,-1.14,Iowa St.,2025
240,-5.61,67.2,-.007,-3.61,+1.05,North Florida,2024
238,-5.55,70.5,-.013,-0.24,+1.92,Marshall,2024
32,+17.30,64.5,+.007,+6.88,+6.97,Dayton,2024
162,-0.10,67.7,+.000,+1.87,+7.07,Utah Valley,2024
134,+2.82,65.1,-.037,+2.25,+1.68,New Mexico St.,2025
329,-14.84,63.4,-.048,-4.90,-6.04,Coastal Carolina,2025
120,+3.86,70.8,+.062,+4.34,+2.66,Washington St.,2025
7,+26.47,66.4,-.064,+10.07,-0.04,Duke,2024
131,+3.43,67.7,-.002,+2.05,+1.56,Mercer,2021
99,+6.51,68.6,+.102,-0.48,-3.81,Southern Miss,2023
284,-8.98,66.3,+.070,-3.78,-4.03,Binghamton,2024
29,+17.80,72.8,-.013,+7.04,-0.50,New Mexico,2024
146,+1.77,62.3,+.012,-1.19,+1.53,Towson,2024
266,-8.42,72.4,+.049,-2.93,+6.89,North Florida,2025
116,+4.13,69.0,-.028,+2.62,+4.34,Florida Atlantic,2025
51,+15.13,66.3,+.028,+9.20,+13.55,San Diego St.,2025
148,+1.22,68.3,+.180,-4.62,-0.70,UNC Asheville,2023
262,-8.07,69.2,+.013,-3.21,-1.77,Georgia St.,2025
160,+0.52,64.5,-.113,+3.01,-0.21,Murray St.,2024
285,-9.43,69.1,-.007,-7.57,-1.78,Southern Indiana,2023
176,-1.11,67.0,-.057,-1.90,+1.19,Winthrop,2024
76,+10.59,71.6,+.036,+5.00,+5.32,Memphis,2024
77,+10.49,69.8,-.059,+9.52,-3.95,Penn St.,2024
288,-10.58,65.7,+.025,+1.23,+7.26,Tarleton St.,2025
4,+27.28,72.6,+.057,+11.07,+10.46,Alabama,2023
69,+11.51,65.5,-.088,+14.55,-2.11,South Carolina,2025
199,-2.87,69.4,+.058,-4.41,-5.93,Youngstown St.,2025
169,-0.63,67.5,-.014,-3.07,-0.75,Delaware,2024
51,+14.89,68.9,+.128,+6.83,+1.78,Utah St.,2024
300,-11.71,65.8,-.011,-2.68,+2.78,Weber St.,2025
24,+17.94,68.8,+.027,+7.30,-2.67,Miami FL,2023
257,-7.89,65.0,-.009,-0.35,-4.28,Charlotte,2025
198,-2.82,67.9,+.058,-1.59,+1.67,Monmouth,2024
98,+6.90,64.9,-.046,+7.42,-0.23,Notre Dame,2025
159,+0.71,70.4,-.028,-2.46,-1.17,UC Davis,2023
42,+17.61,66.0,+.013,+6.55,+1.39,Colorado St.,2025
250,-6.98,67.2,+.070,-0.01,+1.74,UC Davis,2025
4,+27.28,72.6,+.057,+11.07,+10.46,Alabama,2023
128,+3.90,67.5,-.083,+14.00,+7.59,Michigan,2024
36,+17.02,66.1,-.026,+9.30,+5.84,Colorado St.,2024
122,+3.83,67.4,-.039,+8.74,-9.46,DePaul,2025
329,-14.84,63.4,-.048,-4.90,-6.04,Coastal Carolina,2025
339,-17.44,70.9,+.028,-3.03,+0.38,Buffalo,2025
334,-16.01,66.2,+.070,-6.52,-3.16,Fairfield,2025
320,-13.03,65.1,+.031,-4.61,+0.68,William & Mary,2023
316,-13.60,69.2,+.025,-3.56,+0.31,Eastern Michigan,2022
144,+1.94,68.5,-.009,+11.87,+2.81,West Virginia,2024
215,-4.29,65.7,-.003,-2.70,-0.06,Hampton,2025
230,-5.10,63.7,+.070,-3.05,+1.99,Green Bay,2024
86,+8.82,66.7,+.030,+13.10,+2.81,TCU,2025
229,-5.09,65.9,-.059,+2.60,-0.51,Rice,2024
76,+10.59,71.6,+.036,+5.00,+5.32,Memphis,2024
187,-2.37,64.7,-.112,-0.08,-1.87,Loyola Marymount,2024
112,+4.25,68.4,+.077,-1.54,+0.62,Utah Valley,2025
,,,,,,Detroit Mercy,2021
77,+11.22,69.4,-.103,+4.72,+1.09,BYU,2023
28,+21.73,69.1,+.054,+10.57,+7.18,Louisville,2025
107,+5.92,69.1,+.037,+7.35,-0.70,Washington,2023
160,+0.24,65.1,+.069,-1.22,+3.73,James Madison,2025
295,-10.15,64.6,+.050,-1.08,-1.34,Chicago St.,2024
102,+7.33,65.7,-.019,+2.42,-4.53,St. Bonaventure,2024
349,-20.07,67.1,+.059,-8.18,-4.08,Holy Cross,2022
220,-4.61,66.1,-.058,-4.29,-4.13,Campbell,2025
24,+17.94,68.8,+.027,+7.30,-2.67,Miami FL,2023
30,+20.83,64.6,-.036,+16.72,+7.93,Baylor,2025
300,-10.73,68.0,-.016,+2.66,-4.50,Valparaiso,2024
303,-12.28,68.0,+.045,-7.83,+0.65,Tennessee Tech,2025
159,+0.79,67.2,+.038,+6.42,+2.47,Wyoming,2024
322,-14.15,65.3,-.022,-8.11,-5.23,Niagara,2025
250,-6.56,69.1,-.016,-2.32,+2.62,Northern Illinois,2023
72,+11.18,67.3,+.088,+8.52,-1.92,Wake Forest,2025
44,+15.97,66.6,-.002,+9.55,+8.08,Boise St.,2024
337,-16.67,67.2,+.028,-1.79,+1.21,Detroit Mercy,2025
231,-4.89,67.8,+.012,-1.52,+5.53,North Florida,2023
137,+2.50,69.2,-.018,-1.93,+4.07,South Dakota St.,2025
16,+24.54,70.9,+.010,+18.23,+3.64,Kentucky,2025
178,-0.70,66.9,-.008,+1.90,-2.54,UTEP,2023
5,+25.96,72.2,+.048,+6.45,-0.78,Arizona,2022
45,+16.98,68.2,+.024,+14.13,+1.50,Indiana,2025
234,-5.43,66.3,+.101,-3.56,+9.64,Nicholls St.,2024
278,-9.53,70.1,-.049,-7.20,+12.38,Texas Southern,2025
182,-2.13,74.7,-.006,+0.88,+4.77,Cal Poly,2025
81,+9.26,66.3,+.029,+5.38,-4.04,Stanford,2025
177,-1.12,67.2,+.035,-2.64,-4.20,UC Davis,2024
141,+2.27,69.0,+.092,+1.21,+0.37,Seattle,2023
80,+9.37,63.9,-.045,+1.40,-4.42,Oregon St.,2025
19,+18.82,68.5,-.068,+12.45,+2.18,West Virginia,2023
97,+6.91,72.0,+.078,+11.49,-3.07,Oklahoma St.,2025
75,+10.54,68.0,-.068,+11.61,+3.06,Butler,2025
339,-17.84,65.9,-.009,-1.06,-1.55,Cal Poly,2024
297,-10.59,65.9,-.014,-3.67,+1.65,South Dakota,2023
191,-2.39,70.1,-.051,+1.44,+1.68,UTSA,2025
277,-8.46,65.1,+.148,-3.62,+3.06,Central Michigan,2024
359,-23.01,66.4,-.078,-4.89,+3.85,Canisius,2025
25,+22.73,61.7,+.014,+6.61,+5.47,Saint Mary's,2025
83,+10.06,66.6,-.035,+9.02,-0.52,Maryland,2022
114,+5.33,68.8,-.043,-3.91,-4.51,High Point,2024
295,-11.30,67.1,+.002,-1.43,+6.17,Eastern Washington,2025
355,-21.70,64.8,-.134,-3.15,-7.72,The Citadel,2025
91,+8.74,68.5,+.138,+11.77,-0.89,Indiana,2024
274,-9.17,66.6,-.056,-6.25,-6.74,Ball St.,2025
253,-6.62,66.7,-.004,-8.18,+0.27,North Carolina Central,2024
284,-10.36,66.6,-.033,+2.34,-0.21,Pacific,2025
253,-7.58,67.4,-.067,-6.95,-1.28,Siena,2025
134,+2.82,65.1,-.037,+2.25,+1.68,New Mexico St.,2025
361,-24.40,68.0,+.033,-4.43,+4.13,Coppin St.,2025
146,+1.09,69.2,+.086,-5.38,-3.21,Miami OH,2025
18,+23.66,66.8,+.001,+16.52,+7.67,Texas A&M,2025
244,-6.41,71.8,-.036,-4.49,-3.79,Southeast Missouri St.,2022
112,+5.38,71.1,+.018,+1.95,+9.23,UT Arlington,2024
34,+19.53,66.3,-.054,+1.32,-4.12,VCU,2025
61,+12.60,68.6,-.027,+11.83,+2.05,Butler,2024
237,-5.53,65.6,+.002,+5.22,-4.05,Fresno St.,2024
254,-6.73,70.6,-.001,-0.01,-7.12,UTSA,2024
54,+15.10,71.0,+.085,+6.51,+15.73,Memphis,2025
239,-5.57,67.8,+.048,-5.56,-5.50,Bowling Green,2024
319,-13.72,64.0,-.074,-8.01,+10.97,Grambling St.,2025
110,+5.17,69.5,+.078,+5.82,-2.30,Washington,2022
,,,,,,Cal St. Northridge,2025
184,-2.27,70.6,+.001,-1.13,-10.43,Tulsa,2024
54,+15.10,71.0,+.085,+6.51,+15.73,Memphis,2025
70,+11.50,68.9,-.012,+14.07,-2.32,Rutgers,2025
35,+19.44,67.3,+.044,+12.52,+5.73,Creighton,2025
61,+12.60,68.6,-.027,+11.83,+2.05,Butler,2024
77,+9.98,66.2,+.039,+4.86,+4.92,Dayton,2025
210,-3.90,69.2,+.002,-4.09,-4.07,Longwood,2025
230,-5.10,63.7,+.070,-3.05,+1.99,Green Bay,2024
204,-3.42,64.7,-.042,+10.00,-2.90,Seton Hall,2025
334,-16.01,66.2,+.070,-6.52,-3.16,Fairfield,2025
77,+10.49,69.8,-.059,+9.52,-3.95,Penn St.,2024
,,,,,,McNeese St.,2025
272,-8.15,67.4,+.021,-6.28,-3.99,Niagara,2024
240,-6.24,74.9,+.101,-3.45,-3.98,South Dakota,2025
363,-25.94,71.6,-.074,-8.48,+7.17,Arkansas Pine Bluff,2025
180,-0.73,67.3,+.036,+0.58,-8.84,East Carolina,2023
157,+0.35,70.6,+.016,-1.16,-6.64,Rhode Island,2025
343,-17.91,69.1,-.091,-3.28,-0.53,Northern Illinois,2025
211,-4.00,66.2,-.059,-3.98,+2.17,Idaho St.,2025
182,-1.12,69.1,+.162,-0.91,-3.97,Samford,2022
37,+19.08,67.3,-.070,+15.21,+3.22,Ohio St.,2025
174,-0.97,67.1,+.028,-0.06,+0.97,East Tennessee St.,2024
276,-8.46,64.9,-.023,-5.98,+1.92,Bucknell,2024
123,+4.04,68.4,+.131,-1.05,+4.64,Kennesaw St.,2023
196,-2.84,68.5,-.047,+0.37,-5.47,South Florida,2025
63,+12.42,69.7,+.093,-3.41,-6.82,James Madison,2024
362,-24.40,68.5,-.024,-3.35,+8.36,Chicago St.,2025
102,+6.39,66.1,-.049,+2.42,-2.39,Wichita St.,2023
200,-2.94,64.8,-.109,-1.95,-2.65,Jacksonville St.,2024
244,-6.42,68.8,-.021,-7.52,-3.94,UMass Lowell,2025
360,-23.36,71.2,-.022,-9.57,+1.93,Alabama A&M,2025
126,+3.63,68.9,+.035,-3.72,+1.93,Northern Colorado,2025
304,-12.35,63.3,+.061,-8.45,-5.96,Boston University,2025
249,-6.70,67.5,-.063,-7.13,-2.22,UMass Lowell,2022
240,-5.99,69.0,+.023,-5.23,-1.86,Purdue Fort Wayne,2023
231,-5.23,65.5,+.003,-2.74,-1.33,Maine,2024
221,-4.66,69.6,+.036,-1.41,+0.87,Abilene Christian,2025
63,+12.42,69.7,+.093,-3.41,-6.82,James Madison,2024
191,-2.39,70.1,-.051,+1.44,+1.68,UTSA,2025
128,+3.39,67.4,-.006,-1.89,-11.28,George Washington,2025
173,-0.91,74.2,+.066,-1.60,+3.72,Bryant,2024
27,+21.85,68.1,+.063,+15.19,+3.98,Oregon,2025
313,-11.85,61.9,+.019,-12.13,-3.07,Wagner,2023
212,-2.90,70.5,+.036,-0.55,-1.06,Massachusetts,2023
109,+4.49,63.3,-.042,-3.78,-2.59,South Alabama,2025
84,+9.13,70.2,-.052,-1.63,+1.02,Arkansas St.,2025
57,+14.39,68.6,-.057,+12.67,-1.97,USC,2025
356,-20.11,67.7,+.012,-4.82,+1.13,Delaware St.,2023
108,+5.88,65.0,+.039,+1.23,-0.46,Grand Canyon,2023
22,+19.36,66.2,+.008,+11.16,+10.56,San Diego St.,2024
171,-0.81,66.6,-.083,-2.12,+3.45,Kent St.,2024
327,-14.66,69.8,+.108,-7.46,+5.05,Lindenwood,2025
253,-7.58,67.4,-.067,-6.95,-1.28,Siena,2025
302,-12.13,67.5,+.040,-0.23,+4.26,Charleston Southern,2025
28,+21.73,69.1,+.054,+10.57,+7.18,Louisville,2025
183,-1.01,69.5,-.048,+5.94,+3.48,SMU,2023
131,+3.02,70.5,+.035,+3.02,+3.13,Kennesaw St.,2025
130,+3.28,68.1,-.010,-3.65,-0.55,St. Thomas,2025
172,-0.85,71.4,+.060,-7.03,-7.27,Quinnipiac,2024
109,+5.78,66.9,+.079,+3.57,-0.27,Loyola Marymount,2023
218,-4.31,68.0,-.019,-1.05,+0.23,Georgia St.,2024
287,-10.49,68.4,+.027,-2.50,-2.79,VMI,2025
219,-4.60,66.2,+.004,-7.22,-4.05,Maine,2025
30,+17.55,69.0,+.010,+9.39,-5.41,Nebraska,2024
120,+3.86,70.8,+.062,+4.34,+2.66,Washington St.,2025
159,+0.28,67.3,+.138,+1.97,+8.70,UC Riverside,2025
33,+20.02,68.3,-.002,+15.11,+0.65,Mississippi St.,2025
287,-9.89,70.1,-.086,-0.18,+1.58,Old Dominion,2024
38,+18.57,66.7,-.002,+14.18,-5.76,Georgia,2025
346,-18.14,60.5,+.061,-10.41,-2.10,Wagner,2025
302,-11.06,65.7,-.080,-4.14,+0.34,Charleston Southern,2023
21,+19.41,69.3,-.068,+11.19,+1.64,St. John's,2024
84,+9.82,69.0,+.034,+10.47,+0.42,Georgia,2024
33,+20.02,68.3,-.002,+15.11,+0.65,Mississippi St.,2025
234,-5.43,66.3,+.101,-3.56,+9.64,Nicholls St.,2024
352,-21.33,69.2,+.016,-5.39,+2.97,Southeast Missouri St.,2024
121,+3.85,67.8,-.001,+3.43,-0.37,Saint Louis,2025
159,+0.71,70.4,-.028,-2.46,-1.17,UC Davis,2023
65,+12.05,67.4,-.055,+0.17,-2.51,San Francisco,2024
209,-3.94,66.2,+.035,-0.68,-2.40,Mercer,2024
354,-20.70,68.8,+.004,-7.34,+0.28,Le Moyne,2025
201,-2.52,65.5,+.095,-1.24,-0.27,Charlotte,2022
355,-22.53,70.8,-.100,-6.26,+4.98,Mississippi Valley St.,2022
290,-9.98,66.3,+.065,+2.53,+6.67,New Mexico St.,2024
282,-10.21,66.2,+.033,-3.88,-2.88,Old Dominion,2025
97,+6.91,72.0,+.078,+11.49,-3.07,Oklahoma St.,2025
242,-5.73,69.6,-.076,+0.89,+2.06,Southern Utah,2024
273,-8.28,65.6,+.043,-3.86,+0.17,Jacksonville,2024
97,+6.92,62.6,+.070,+5.10,-1.51,San Jose St.,2023
44,+15.97,66.6,-.002,+9.55,+8.08,Boise St.,2024
21,+23.45,70.1,+.072,+16.57,+3.95,Michigan,2025
164,-0.02,65.3,+.030,+6.80,-1.29,Virginia Tech,2025
10,+27.07,69.6,-.028,+12.51,-10.46,Maryland,2025
181,-2.00,66.9,+.018,+5.19,-6.70,Boston College,2025
67,+11.95,72.2,+.047,+12.27,-1.17,UCF,2025
122,+3.86,66.2,-.121,+6.09,-1.26,Utah,2022
46,+16.98,67.8,+.017,+12.81,-2.92,Nebraska,2025
304,-11.14,67.9,+.084,-5.21,+8.91,Jackson St.,2023
252,-7.21,70.6,-.068,-8.44,-0.13,Tennessee St.,2025
143,+1.84,64.0,-.016,-2.28,+1.12,UNC Greensboro,2025
25,+17.78,69.7,-.036,+10.71,-7.52,TCU,2023
74,+10.83,61.8,-.102,+5.86,+4.24,North Texas,2024
330,-16.52,70.8,+.013,-5.00,+8.61,Prairie View A&M,2024
265,-7.57,74.1,+.019,-4.23,-0.49,Kennesaw St.,2024
137,+3.01,65.6,-.020,+10.34,+2.07,Missouri,2022
154,+1.12,68.1,-.037,+3.51,+1.48,Wichita St.,2024
75,+10.69,65.6,-.011,+5.27,+0.34,VCU,2024
142,+1.89,65.3,-.069,-3.36,-3.63,East Tennessee St.,2025
179,-1.81,65.5,-.022,-4.46,+3.26,Florida Gulf Coast,2025
89,+8.55,66.2,-.013,-4.15,+4.22,Lipscomb,2025
144,+1.42,67.1,-.021,-0.64,-6.46,Tulane,2025
21,+23.45,70.1,+.072,+16.57,+3.95,Michigan,2025
3,+36.46,70.1,+.032,+16.15,-2.20,Florida,2025
186,-2.23,67.1,+.011,-3.36,-0.53,Southeastern Louisiana,2025
38,+16.69,70.9,+.032,+3.07,-4.40,Indiana St.,2024
43,+17.19,69.2,-.016,+10.29,-1.10,Xavier,2025
336,-16.53,69.2,+.000,-3.22,-1.47,North Carolina A&T,2025
213,-4.10,71.8,+.031,-6.98,-0.28,Quinnipiac,2025
103,+5.87,68.9,-.001,+6.07,-8.11,Georgia Tech,2025
270,-8.03,64.8,+.121,-7.26,+1.41,Western Illinois,2024
12,+23.17,68.9,-.051,+5.21,+7.70,Gonzaga,2024
133,+2.90,68.1,+.077,-5.15,-8.52,Robert Morris,2025
130,+3.41,64.6,-.014,-3.79,-6.06,Hawaii,2023
318,-13.77,67.5,-.001,-1.74,+2.93,Central Michigan,2022
361,-26.41,65.0,+.029,-2.69,+1.96,Green Bay,2023
24,+22.94,68.6,-.034,+15.79,+8.86,Kansas,2025
60,+12.63,66.8,-.133,+4.59,+3.30,Utah St.,2022
81,+10.03,72.8,+.110,-2.14,-5.47,Samford,2024
110,+4.43,67.7,-.038,+6.59,-1.59,California,2025
101,+6.41,68.4,+.019,+3.25,-3.14,San Francisco,2023
168,-0.63,67.6,+.054,-1.32,+1.10,Stony Brook,2024
123,+3.84,69.1,+.030,-1.88,+3.09,Stephen F. Austin,2022
169,-0.45,66.7,-.003,+4.39,-3.49,San Jose St.,2025
